annotator_nationalities,annotator_regions,annotator_understood_languages,data_point_nationality,data_point_attribute,data_point_language,stereotype_score,new_association
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Germany,tienen un buen manejo del dinero,es,5.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",China,tienen un buen manejo del dinero,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Israel,tienen un buen manejo del dinero,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Norway,tienen un buen manejo del dinero,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Netherlands,tienen un buen manejo del dinero,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Germany,son puntuales,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Uruguay,no contratan mujeres,es,1.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Uruguay,mate,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Argentina,vulgar cinema,en,1.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Argentina,mate,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Bolivia,xenófobo,es,2.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Chile,xenófobo,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",United States,xenófobo,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",France,xenófobo,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Bolivia,gastan más dinero,es,1.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Argentina,gastan más dinero,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Chile,gastan más dinero,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",United States,gastan más dinero,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Uruguay,gastan más dinero,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",United States,better at managing money,en,4.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Germany,better at managing money,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",China,better at managing money,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Norway,better at managing money,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Finland,better at managing money,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",United States,capitalismo,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",United States,educación de buena calidad,es,5.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Argentina,educación de buena calidad,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Germany,educación de buena calidad,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",France,educación de buena calidad,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",China,educación de buena calidad,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Norway,educación de buena calidad,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Finland,educación de buena calidad,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",United States,imperialismo,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",France,quality education,en,4.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Argentina,quality education,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Mexico,quality education,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",United States,quality education,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",China,quality education,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Japan,quality education,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Germany,quality education,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Norway,quality education,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Finland,quality education,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Bolivia,they don't like conflicts,en,3.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Canada,they don't like conflicts,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Bolivia,cholitas,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Argentina,cine vulgar,es,1.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Argentina,futbol,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Colombia,las personas son más feas,es,1.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Colombia,playas lindas,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Venezuela,la pobreza es común,es,5.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Argentina,la pobreza es común,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Chile,la pobreza es común,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Bolivia,la pobreza es común,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Paraguay,la pobreza es común,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Mexico,la pobreza es común,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",United States,la pobreza es común,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Greece,la pobreza es común,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Egypt,la pobreza es común,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",India,la pobreza es común,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Venezuela,maduro,es,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Greece,believed that euthanasia is against religion,en,1.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",United States,believed that euthanasia is against religion,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Israel,believed that euthanasia is against religion,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Greece,dioses griegos,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Sweden,has the best educational system,en,5.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Argentina,has the best educational system,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Norway,has the best educational system,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Finland,has the best educational system,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",China,has the best educational system,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Argentina,there is a career for software developers,en,4.0,False
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Chile,there is a career for software developers,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",United States,there is a career for software developers,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Spain,there is a career for software developers,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",Germany,there is a career for software developers,en,5.0,True
"['Chile', 'Argentina']","['Region Metropolitana (Chile)', 'Ciudad Autonoma de Buenos Aires (Argentina)']","['en', 'es']",China,there is a career for software developers,en,5.0,True
['Spain'],['Comunidad Valenciana (Spain)'],"['en', 'es']",United States,gastan más dinero,es,4.0,False
['Spain'],['Comunidad Valenciana (Spain)'],"['en', 'es']",Sweden,gastan más dinero,es,5.0,True
['Spain'],['Comunidad Valenciana (Spain)'],"['en', 'es']",Norway,gastan más dinero,es,5.0,True
['Spain'],['Comunidad Valenciana (Spain)'],"['en', 'es']",United Kingdom,gastan más dinero,es,5.0,True
['Spain'],['Comunidad Valenciana (Spain)'],"['en', 'es']",United States,comen mucha comida rapida,es,5.0,True
['Ecuador'],['Guayas (Ecuador)'],"['es', 'en']",India,la pobreza es común,es,2.0,False
['Ecuador'],['Guayas (Ecuador)'],"['es', 'en']",Haiti,la pobreza es común,es,5.0,True
['Ecuador'],['Guayas (Ecuador)'],"['es', 'en']",Ecuador,la pobreza es común,es,5.0,True
['Ecuador'],['Guayas (Ecuador)'],"['es', 'en']",Peru,la pobreza es común,es,5.0,True
['Ecuador'],['Guayas (Ecuador)'],"['es', 'en']",Colombia,la pobreza es común,es,5.0,True
['Ecuador'],['Guayas (Ecuador)'],"['es', 'en']",Venezuela,la pobreza es común,es,5.0,True
['Ecuador'],['Guayas (Ecuador)'],"['es', 'en']",Honduras,la pobreza es común,es,5.0,True
['Ecuador'],['Guayas (Ecuador)'],"['es', 'en']",India,piel canela y nariz grande,es,5.0,True
['Ecuador'],['Guayas (Ecuador)'],"['es', 'en']",Uruguay,gastan más dinero,es,2.0,False
['Ecuador'],['Guayas (Ecuador)'],"['es', 'en']",United States,gastan más dinero,es,5.0,True
['Spain'],['Madrid (Spain)'],"['en', 'es']",Canada,friendly,en,4.0,False
['Spain'],['Madrid (Spain)'],"['en', 'es']",Belgium,friendly,en,5.0,True
['Spain'],['Madrid (Spain)'],"['en', 'es']",Canada,frío,es,5.0,True
['Peru'],['Cajamarca (Peru)'],"['es', 'en']",France,usan perfume,en,5.0,False
['Peru'],['Cajamarca (Peru)'],"['es', 'en']",Peru,usan perfume,en,5.0,True
['Peru'],['Cajamarca (Peru)'],"['es', 'en']",France,lugares bonitos,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,there is a career for software developers,en,5.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",United States,there is a career for software developers,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Thailand,comida muy rica,es,2.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,comida muy rica,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Thailand,animales exóticos,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Finland,educación de buena calidad,es,5.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Norway,educación de buena calidad,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Sweden,educación de buena calidad,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Colombia,playas lindas,es,3.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Mexico,playas lindas,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,playas lindas,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Italy,playas lindas,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Greece,playas lindas,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Türkiye,playas lindas,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Colombia,música y baile excepcionales,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,alegres,es,5.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Colombia,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Italy,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Egypt,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Cuba,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Mexico,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Ecuador,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Brazil,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",El Salvador,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Dominican Republic,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Guatemala,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Jamaica,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Uruguay,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Argentina,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Bolivia,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Chile,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Venezuela,alegres,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,ruidosos,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,friendly,en,5.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,apasionados,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Thailand,animales exóticos,es,3.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Thailand,comida rica,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",France,lugares bonitos,es,4.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",France,arrogantes,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,enjoy cooking,en,5.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,serios,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Argentina,quality education,en,2.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Argentina,asados excelentes,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,there is a career for software developers,en,4.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Germany,there is a career for software developers,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Denmark,there is a career for software developers,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Sweden,there is a career for software developers,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",France,there is a career for software developers,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",United States,there is a career for software developers,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",China,better at managing money,en,1.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Spain,better at managing money,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",China,comunistas,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Canada,they don't like conflicts,en,1.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Switzerland,they don't like conflicts,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Canada,deportistas,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Brazil,enjoy cooking,en,4.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Argentina,enjoy cooking,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Colombia,enjoy cooking,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Venezuela,enjoy cooking,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Thailand,enjoy cooking,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",France,enjoy cooking,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Italy,enjoy cooking,en,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Brazil,fiesta,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Belgium,friendly,en,2.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Belgium,buenos recursos públicos,es,5.0,True
['Spain'],['Madrid (Spain)'],"['es', 'en']",Germany,better at managing money,en,5.0,False
['Spain'],['Madrid (Spain)'],"['es', 'en']",Belgium,better at managing money,en,5.0,True
